Temperature,Partition Functions
492.6126126126126,5.195506255937995e+254
493.6036036036036,5.226924845531018e+254
494.5945945945946,5.258469844787632e+254
495.5855855855856,5.290141507496166e+254
496.57657657657654,5.321940087444957e+254
497.56756756756755,5.353865838422351e+254
498.55855855855856,5.385919014216677e+254
499.54954954954957,5.41809986861628e+254
500.5405405405405,5.450408655409487e+254
501.5315315315315,5.482845628384642e+254
502.52252252252254,5.515411041330076e+254
503.5135135135135,5.548105148034139e+254
504.5045045045045,5.580928202285155e+254
505.4954954954955,5.613880457871471e+254
506.48648648648646,5.646962168581417e+254
507.47747747747746,5.680173588203328e+254
508.4684684684685,5.713514970525554e+254
509.4594594594594,5.746986569336415e+254
510.45045045045043,5.780588638424262e+254
511.44144144144144,5.814321431577427e+254
512.4324324324325,5.848185202584251e+254
513.4234234234234,5.88218020523306e+254
514.4144144144144,5.916306693312207e+254
515.4054054054054,5.950564920610018e+254
516.3963963963963,5.984955140914831e+254
517.3873873873874,6.019477608014992e+254
518.3783783783783,6.054132575698822e+254
519.3693693693693,6.088920297754674e+254
520.3603603603603,6.123841027970875e+254
521.3513513513514,6.158895020135774e+254
522.3423423423424,6.194082528037691e+254
523.3333333333334,6.229403805464985e+254
524.3243243243243,6.264859106205963e+254
525.3153153153153,6.300448684048993e+254
526.3063063063063,6.336172792782394e+254
527.2972972972973,6.372031686194515e+254
528.2882882882883,6.408025618073681e+254
529.2792792792793,6.444154842208238e+254
530.2702702702703,6.480419612386518e+254
531.2612612612612,6.516820182396858e+254
532.2522522522522,6.5533568060276e+254
533.2432432432432,6.59002973706708e+254
534.2342342342342,6.626839229303631e+254
535.2252252252252,6.66378553652559e+254
536.2162162162163,6.700868912521304e+254
537.2072072072071,6.738089611079096e+254
538.1981981981982,6.775447885987316e+254
539.1891891891892,6.812943991034295e+254
540.1801801801802,6.850578180008366e+254
541.1711711711712,6.888350706697876e+254
542.1621621621622,6.926261824891159e+254
543.1531531531532,6.964311788376545e+254
544.1441441441441,7.002500850942374e+254
545.1351351351351,7.040829266376993e+254
546.1261261261261,7.079297288468729e+254
547.1171171171171,7.117905171005918e+254
548.1081081081081,7.156653167776908e+254
549.0990990990991,7.19554153257003e+254
550.09009009009,7.234570519173614e+254
551.081081081081,7.273740381376002e+254
552.072072072072,7.313051372965547e+254
553.063063063063,7.352503747730564e+254
554.0540540540541,7.392097759459399e+254
555.0450450450451,7.431833661940387e+254
556.0360360360361,7.471711708961865e+254
557.027027027027,7.511732154312175e+254
558.018018018018,7.551895251779651e+254
559.009009009009,7.592201255152632e+254
560.0,7.632650418219454e+254
560.990990990991,7.673242994768452e+254
561.981981981982,7.713979238587959e+254
562.9729729729729,7.754859403466325e+254
563.9639639639639,7.795883743191875e+254
564.9549549549549,7.837052511552955e+254
565.9459459459459,7.878365962337901e+254
566.936936936937,7.919824349335044e+254
567.927927927928,7.961427926332728e+254
568.918918918919,8.003176947119293e+254
569.9099099099099,8.045071665483056e+254
570.9009009009009,8.087112335212371e+254
571.8918918918919,8.129299210095586e+254
572.8828828828829,8.171632543921014e+254
573.8738738738739,8.214112590477006e+254
574.8648648648649,8.256739603551896e+254
575.8558558558558,8.29951383693402e+254
576.8468468468468,8.342435544411719e+254
577.8378378378378,8.385504979773323e+254
578.8288288288288,8.428722396807185e+254
579.8198198198198,8.47208804930163e+254
580.8108108108108,8.51560219104499e+254
581.8018018018018,8.559265075825611e+254
582.7927927927927,8.603076957431825e+254
583.7837837837837,8.647038089651973e+254
584.7747747747748,8.691148726274384e+254
585.7657657657658,8.735409121087417e+254
586.7567567567568,8.779819527879384e+254
587.7477477477478,8.824380200438633e+254
588.7387387387387,8.869091392553511e+254
589.7297297297297,8.913953358012338e+254
590.7207207207207,8.958966350603456e+254
591.7117117117117,9.004130624115218e+254
592.7027027027027,9.049446432335932e+254
593.6936936936937,9.094914029053956e+254
594.6846846846847,9.140533668057627e+254
595.6756756756756,9.186305603135262e+254
596.6666666666666,9.232230088075221e+254
597.6576576576576,9.278307376665841e+254
598.6486486486486,9.324537722695447e+254
599.6396396396397,9.370921379952388e+254
600.6306306306307,9.41745860222499e+254
601.6216216216216,9.464149643301583e+254
602.6126126126126,9.510994756970535e+254
603.6036036036036,9.557994197020149e+254
604.5945945945946,9.605148217238783e+254
605.5855855855856,9.652457071414773e+254
606.5765765765766,9.69992101333644e+254
607.5675675675676,9.747540296792135e+254
608.5585585585585,9.795315175570188e+254
609.5495495495495,9.843245903458953e+254
610.5405405405405,9.891332734246751e+254
611.5315315315315,9.93957592172193e+254
612.5225225225225,9.98797571967281e+254
613.5135135135135,1.0036532381887734e+255
614.5045045045044,1.0085246162155057e+255
615.4954954954954,1.013411731426309e+255
616.4864864864865,1.018314609200019e+255
617.4774774774775,1.023233274915469e+255
618.4684684684685,1.0281677539514931e+255
619.4594594594595,1.033118071686923e+255
620.4504504504505,1.0380842535005946e+255
621.4414414414414,1.0430663247713398e+255
622.4324324324324,1.0480643108779947e+255
623.4234234234234,1.0530782371993911e+255
624.4144144144144,1.0581081291143637e+255
625.4054054054054,1.063154012001745e+255
626.3963963963964,1.06821591124037e+255
627.3873873873873,1.073293852209071e+255
628.3783783783783,1.0783878602866843e+255
629.3693693693693,1.08349796085204e+255
630.3603603603603,1.0886241792839752e+255
631.3513513513514,1.093766540961322e+255
632.3423423423424,1.0989250712629135e+255
633.3333333333334,1.1040997955675846e+255
634.3243243243243,1.1092907392541704e+255
635.3153153153153,1.114497927701501e+255
636.3063063063063,1.1197213862884127e+255
637.2972972972973,1.1249611403937373e+255
638.2882882882883,1.1302172153963108e+255
639.2792792792793,1.1354896366749658e+255
640.2702702702702,1.1407784296085362e+255
641.2612612612612,1.146083619575855e+255
642.2522522522522,1.151405231955757e+255
643.2432432432432,1.1567432921270763e+255
644.2342342342342,1.1620978254686433e+255
645.2252252252252,1.1674688573592973e+255
646.2162162162163,1.1728564131778669e+255
647.2072072072071,1.1782605183031868e+255
648.1981981981982,1.1836811981140932e+255
649.1891891891892,1.1891184779894187e+255
650.1801801801802,1.1945723833079963e+255
651.1711711711712,1.2000429394486599e+255
652.1621621621622,1.2055301717902434e+255
653.1531531531531,1.2110341057115796e+255
654.1441441441441,1.2165547665915044e+255
655.1351351351351,1.2220921798088497e+255
656.1261261261261,1.22764637074245e+255
657.1171171171171,1.2332173647711385e+255
658.1081081081081,1.2388051872737495e+255
659.0990990990991,1.2444098636291158e+255
660.09009009009,1.2500314192160726e+255
661.081081081081,1.255669879413453e+255
662.072072072072,1.2613252696000888e+255
663.063063063063,1.2669976151548179e+255
664.0540540540541,1.2726869414564694e+255
665.0450450450451,1.2783932738838797e+255
666.0360360360361,1.2841166378158828e+255
667.027027027027,1.2898570586313104e+255
668.018018018018,1.2956145617089987e+255
669.009009009009,1.3013891724277789e+255
670.0,1.3071809161664868e+255
670.990990990991,1.3129898183039546e+255
671.981981981982,1.3188159042190165e+255
672.9729729729729,1.3246591992905061e+255
673.9639639639639,1.3305197288972593e+255
674.9549549549549,1.3363975184181061e+255
675.9459459459459,1.3422925932318828e+255
676.936936936937,1.3482049787174224e+255
677.927927927928,1.3541347002535576e+255
678.918918918919,1.360081783219124e+255
679.9099099099099,1.3660462529929542e+255
680.9009009009009,1.3720281349538834e+255
681.8918918918919,1.3780274544807417e+255
682.8828828828829,1.3840442369523665e+255
683.8738738738739,1.3900785077475908e+255
684.8648648648649,1.396130292245248e+255
685.8558558558558,1.402199615824168e+255
686.8468468468468,1.4082865038631908e+255
687.8378378378378,1.4143909817411482e+255
688.8288288288288,1.4205130748368709e+255
689.8198198198198,1.4266528085291963e+255
690.8108108108108,1.4328102081969569e+255
691.8018018018018,1.438985299218986e+255
692.7927927927927,1.4451781069741147e+255
693.7837837837837,1.4513886568411841e+255
694.7747747747748,1.4576169741990197e+255
695.7657657657658,1.4638630844264598e+255
696.7567567567568,1.4701270129023385e+255
697.7477477477478,1.4764087850054876e+255
698.7387387387387,1.4827084261147386e+255
699.7297297297297,1.4890259616089316e+255
700.7207207207207,1.4953614168668951e+255
701.7117117117117,1.5017148172674635e+255
702.7027027027027,1.5080861881894735e+255
703.6936936936937,1.514475555011756e+255
704.6846846846847,1.5208829431131452e+255
705.6756756756756,1.5273083778724751e+255
706.6666666666666,1.5337518846685794e+255
707.6576576576576,1.540213488880292e+255
708.6486486486486,1.5466932158864474e+255
709.6396396396397,1.5531910910658773e+255
710.6306306306307,1.5597071397974156e+255
711.6216216216216,1.5662413874598976e+255
712.6126126126126,1.5727938594321577e+255
713.6036036036036,1.5793645810930277e+255
714.5945945945946,1.5859535778213399e+255
715.5855855855856,1.5925608749959329e+255
716.5765765765766,1.599186497995636e+255
717.5675675675676,1.6058304721992834e+255
718.5585585585585,1.6124928229857115e+255
719.5495495495495,1.6191735757337523e+255
720.5405405405405,1.6258727558222367e+255
721.5315315315315,1.6325903886300052e+255
722.5225225225225,1.6393264995358876e+255
723.5135135135135,1.6460811139187155e+255
