Temperature,Internal energy,Cv
10.0,0.0027092620563674156,0.00014110614093027426
10.99099099099099,0.0028490969708028224,0.00019949104173338952
11.981981981981981,0.003104649706649809,0.0002579252352940594
12.972972972972972,0.003360300139854111,0.0002580133022520093
13.963963963963964,0.0036160274228249634,0.0002580831273290031
14.954954954954955,0.003871816248073756,0.00025813942997186573
15.945945945945946,0.004127655121868301,0.0002581854943057276
16.936936936936938,0.004383535245796821,0.00025822366347769696
17.92792792792793,0.004639449770202475,0.00025825564594675766
18.91891891891892,0.0048953932828084135,0.0002582827113732644
19.90990990990991,0.005151361450401737,0.0002583058193517526
20.9009009009009,0.005407350762604679,0.0002583257061099559
21.89189189189189,0.0056633583453944425,0.00025834294416787057
22.882882882882882,0.0059193818231175754,0.00025835798418289736
23.873873873873876,0.006175419214946132,0.00025837118482464026
24.864864864864863,0.006431468856103351,0.0002583828344400233
25.855855855855857,0.00668752933725969,0.0002583931669716279
26.846846846846848,0.00694359945730838,0.00025840237383395557
27.83783783783784,0.007199678186299963,0.0002584106128831077
28.82882882882883,0.007455764635995621,0.00025841801523011
29.81981981981982,0.0077118580363055855,0.000258424690492053
30.81081081081081,0.00796795771625014,0.0002584307309094801
31.8018018018018,0.008224063088558609,0.0002584362145406291
32.792792792792795,0.008480173636961297,0.00025844120777990427
33.78378378378378,0.008736288905780043,0.00025844576743539686
34.77477477477477,0.008992408491337756,0.00025844994232060957
35.765765765765764,0.009248532034703771,0.0002584537745397072
36.75675675675676,0.00950465921565069,0.00025845730059527623
37.74774774774775,0.009760789747595311,0.0002584605522791923
38.73873873873874,0.010016923373321163,0.0002584635573466129
39.729729729729726,0.010273059861255263,0.0002584663401003261
40.72072072072072,0.010529199002348832,0.0002584689219607703
41.711711711711715,0.010785340607483818,0.00025847132183171376
42.7027027027027,0.011041484505078358,0.0002584735564121407
43.693693693693696,0.01129763053911148,0.0002584756405439861
44.68468468468468,0.011553778567417794,0.00025847758743802966
45.67567567567568,0.011809928460159824,0.00025847940887101847
46.666666666666664,0.01206608009851351,0.00025848111541874885
47.65765765765766,0.012322233373602387,0.00025848271655997714
48.648648648648646,0.012578388185389144,0.0002584842207660988
49.63963963963964,0.012834544441787443,0.0002584856357305317
50.63063063063063,0.013090702058008219,0.00025848696836519146
51.62162162162162,0.013346860955664397,0.0002584882249402516
52.612612612612615,0.013603021062394305,0.0002584894111487164
53.6036036036036,0.013859182311094287,0.0002584905321171534
54.5945945945946,0.014115344639563432,0.0002584915925777651
55.585585585585584,0.014371507990077248,0.00025849259680390136
56.57657657657658,0.014627672308904494,0.0002584935486888689
57.567567567567565,0.01488383754603717,0.0002584944518105219
58.55855855855856,0.015140003654835255,0.0002584953094383778
59.549549549549546,0.015396170591770897,0.0002584961246125412
60.54054054054054,0.015652338316229475,0.00025849690004326256
61.53153153153153,0.015908506790054844,0.0002584976382902556
62.52252252252252,0.016164675977705656,0.00025849834173395647
63.513513513513516,0.01642084584574377,0.0002584990124465097
64.5045045045045,0.016677016362734776,0.0002584996524785353
65.4954954954955,0.016933187499304836,0.0002585002636942453
66.48648648648648,0.017189359227714363,0.00025850084777859217
67.47747747747748,0.01744553152192907,0.0002585014062946346
68.46846846846847,0.017701704357307335,0.0002585019407050672
69.45945945945945,0.017957877710713888,0.0002585024524080406
70.45045045045045,0.01821405156027822,0.0002585029426869813
71.44144144144144,0.01847022588540881,0.00025850341266042513
72.43243243243242,0.018726400666452037,0.00025850386348273517
73.42342342342343,0.018982575885104325,0.0002585042962079138
74.41441441441441,0.019238751523801056,0.0002585047116963595
75.4054054054054,0.019494927565943954,0.0002585051109518701
76.3963963963964,0.01975110399595792,0.0002585054947774959
77.38738738738739,0.02000728079883629,0.0002585058638472186
78.37837837837837,0.020263457960339792,0.00025850621907879713
79.36936936936937,0.02051963546728075,0.00025850656114621146
80.36036036036036,0.020775813306755708,0.00025850689053702816
81.35135135135135,0.02103199146654333,0.00025850720796825183
82.34234234234233,0.02128816993516125,0.00025850751404215763
83.33333333333333,0.02154434870158184,0.00025850780924630695
84.32432432432432,0.021800527755289067,0.00025850809408260733
85.31531531531532,0.02205670708625007,0.00025850836906729686
86.30630630630631,0.022312886684972,0.0002585086346592585
87.29729729729729,0.022569066542331484,0.0002585088911883117
88.28828828828829,0.022825246649489372,0.0002585091391706963
89.27927927927928,0.023081426998345478,0.00025850937896491726
90.27027027027027,0.02333760758077119,0.00025850961081475346
91.26126126126125,0.023593788389149495,0.00025850983523644823
92.25225225225225,0.02384996941637496,0.00025851005244509687
93.24324324324324,0.024106150655256897,0.0002585102627561866
94.23423423423424,0.024362332099315154,0.0002585104664565175
95.22522522522523,0.024618513741927472,0.000258510663818547
96.21621621621621,0.024874695577153716,0.00025851085515775883
97.2072072072072,0.025130877598996904,0.00025851104061755045
98.1981981981982,0.025387059801801115,0.0002585112204990664
99.1891891891892,0.025643242180166226,0.00025851139506042654
100.18018018018017,0.025899424728947906,0.000258511564488053
101.17117117117117,0.026155607443115514,0.00025851172886797585
102.16216216216216,0.02641179031769525,0.0002585118884726699
103.15315315315316,0.026667973348196483,0.00025851204363195115
104.14414414414414,0.026924156530299115,0.0002585121943458196
105.13513513513513,0.027180339859512515,0.0002585123407003072
106.12612612612612,0.027436523331687113,0.000258512483010908
107.11711711711712,0.027692706942957557,0.00025851262147837464
108.10810810810811,0.02794889068957218,0.00025851275613139255
109.09909909909909,0.028205074567722477,0.0002585128871420376
110.09009009009009,0.02846125857399784,0.00025851301462502876
111.08108108108108,0.02871744270481713,0.00025851313860905147
